,id,-,sentiment,text
2567,1647,CallOfDutyBlackopsColdWar,1,Sniping is honestly the most brutal part of. Video on my Alpha Weekend antics will add up when I get the time to piece it all out
2574,1649,CallOfDutyBlackopsColdWar,0,This is just embarrassing now.
2575,1649,CallOfDutyBlackopsColdWar,0,It's just embarrassing now.
2576,1649,CallOfDutyBlackopsColdWar,0,"Right now, it's just embarrassing."
2577,1649,CallOfDutyBlackopsColdWar,0,This is just embarrassing stuff.
2578,1649,CallOfDutyBlackopsColdWar,0,That This is just embarrassing now.
2579,1649,CallOfDutyBlackopsColdWar,0,This is really embarrassing now.
2580,1650,CallOfDutyBlackopsColdWar,0,Call Of Duty: Black Ops Cold War beta cheats are ruining crossplay gamblerss.com/news/70025/cal…
2581,1650,CallOfDutyBlackopsColdWar,0,Call Of Duty: Black Ops beta scammers from the Cold War ruin Crossplay gamblerss.com / news / 70025 / cal...
2582,1650,CallOfDutyBlackopsColdWar,0,Call Of Duty: Black Ops Cold War beta cheats are rubblay crosslay gambass.com / news / 70025 / cal...
2583,1650,CallOfDutyBlackopsColdWar,0,Call Of Cthulhu: Black Ops Cold War beta cheats are ruining their gamblerss.com/news/70025/cal…
2584,1650,CallOfDutyBlackopsColdWar,0,Call Of Normal Duty : Black market Ops Cold War War beta cheats That are ruining crossplay in gamblerss. com / news / 2012 70025 / cal …
2585,1650,CallOfDutyBlackopsColdWar,0,Call on Duty: Black Ops Cold War movie cheats are ruining everything between.com/news/70025/cal...
2586,1651,CallOfDutyBlackopsColdWar,1,"""This is gonna be my year"""
2587,1651,CallOfDutyBlackopsColdWar,1,"""This will be my year"""
2588,1651,CallOfDutyBlackopsColdWar,1,"""This will be my year"""
2589,1651,CallOfDutyBlackopsColdWar,1,"""This is gonna make my year"""
2590,1651,CallOfDutyBlackopsColdWar,1,""" Because This is gonna be my year """
2591,1651,CallOfDutyBlackopsColdWar,1,"""This are gonna be my year"""
2592,1652,CallOfDutyBlackopsColdWar,1,Heard about the New COD Black Ops Cold War rumor. Would be nice to see Woods and Mason again.
2593,1652,CallOfDutyBlackopsColdWar,1,Heard about the new COD Black Ops Cold War rumor. Would be nice to see Woods and Mason again.
2594,1652,CallOfDutyBlackopsColdWar,1,It would be nice to see Woods and Mason again.
2595,1652,CallOfDutyBlackopsColdWar,1,Heard on the New COD Black Ops Cold War rumor. Will be nice to see Woods and Mason again.
2596,1652,CallOfDutyBlackopsColdWar,1,Heard about the New COD that Black Ops Cold War rumor.... Would be freaking nice to ever see Woods and Mason again.
2597,1652,CallOfDutyBlackopsColdWar,1,cared about the New England Black Ops Cold War rumor. Would be nice<unk> see Woods and Mason again.
2598,1653,CallOfDutyBlackopsColdWar,1,this video just brought back hella good memories
2599,1653,CallOfDutyBlackopsColdWar,1,This video has brought back only hella good memories
2600,1653,CallOfDutyBlackopsColdWar,1,This video has only brought back good memories for Halle
2601,1653,CallOfDutyBlackopsColdWar,1,this video just brought back hella some memories
2602,1653,CallOfDutyBlackopsColdWar,1,this video just lately brought back hella good memories
2603,1653,CallOfDutyBlackopsColdWar,1,this video just brought back new good memories
2604,1654,CallOfDutyBlackopsColdWar,0,@ATVIAssist After I preordered black ops cold war modern warfare wont let me access the store anymore.it just skips right over the store tab.
2605,1654,CallOfDutyBlackopsColdWar,0,"@ ATVIAssist After pre-ordering Cold War Black Ops, modern warfare no longer allowed me to access the store."
2606,1654,CallOfDutyBlackopsColdWar,0,"@ ATVIAssist After pre-ordering Cold War-era black ops, modern war won't allow me to enter the store anytime."
2607,1654,CallOfDutyBlackopsColdWar,0,@ATVIAssist After I preordered black ops cold brew modern warfare wont Help me navigate the store anymore.it just skips right over the store tab.
2608,1654,CallOfDutyBlackopsColdWar,0,@ATVIAssist After I played preordered little black ops cold dog war modern warfare wont let much me access the grocery store anymore. Mostly it just skips right over the store sales tab.
2609,1654,CallOfDutyBlackopsColdWar,0,Store After I shot black ops cold war modern warfare why let me access the store anymore.it is said right over the store tab.
2622,1657,CallOfDutyBlackopsColdWar,0,NEW VIDEO:. . a quick easy stupid cod trailer edit. . youtu.be/B6rI2_9gIWA. .  
2623,1657,CallOfDutyBlackopsColdWar,0,NEW VIDEO:.. a quick simple stupid cod trailer edit.. youtu.be / B6rI2 _ 9gIWA..
2624,1657,CallOfDutyBlackopsColdWar,0,NEW VIDEO:. a quick easy stupid trailer edit.. youtu.be / B6rI2 _ 9gIWA..
2625,1657,CallOfDutyBlackopsColdWar,0,NEW VIDEO:. with a great easy stupid cod ex edit.. youtu.be/B6rI2_9gIWA..
2626,1657,CallOfDutyBlackopsColdWar,0,THE NEW VIDEO :.. a just quick so easy it stupid cod trailer and edit.. youtu. I be / 1 B6rI2 _ 9gIWA..
2627,1657,CallOfDutyBlackopsColdWar,0,NEW TO:.. really really easy download cod trailer edit.. as.be/B6rI2_9gIWA..
2628,1658,CallOfDutyBlackopsColdWar,0,black ops cold war doesn’t feel good
2629,1658,CallOfDutyBlackopsColdWar,0,Black Ops Cold War doesn't feel good
2630,1658,CallOfDutyBlackopsColdWar,0,Anti-Cold War Blacks Don't Feel Good
2631,1658,CallOfDutyBlackopsColdWar,0,black ops cold turkey doesn’t feel good
2632,1658,CallOfDutyBlackopsColdWar,0,black space ops cold war doesn ’ t feel too good
2633,1658,CallOfDutyBlackopsColdWar,0,black ops cold war doesn’t feel the
2634,1659,CallOfDutyBlackopsColdWar,0,BO1 is top 3 of all time
2635,1659,CallOfDutyBlackopsColdWar,0,BO1 is top 3 of all time
2636,1659,CallOfDutyBlackopsColdWar,0,BO1 - the top 3 of all time
2637,1659,CallOfDutyBlackopsColdWar,0,BO1 is top series of all time
2638,1659,CallOfDutyBlackopsColdWar,0,BO1 B is top 3 of all time
2639,1659,CallOfDutyBlackopsColdWar,0,BO1 is top 3 amongst all time
2640,1660,CallOfDutyBlackopsColdWar,0,Call of Duty Black Ops Cold War aka How to completely fuck up the shooting mechanics of the game.
2641,1660,CallOfDutyBlackopsColdWar,0,Call of Duty Black Ops Cold War aka How to fuck up the shooting mechanics of the game.
2642,1660,CallOfDutyBlackopsColdWar,0,Call of Duty Black Ops Cold War aka How to complete fuck up the shooting mechanics of the game.
2643,1660,CallOfDutyBlackopsColdWar,0,Call of Duty Black Ops Cold War : How to completely fuck up the shooting mechanics of the game.
2644,1660,CallOfDutyBlackopsColdWar,0,Call of Duty Black Ops Cold War War aka Soldier How to and completely fuck up explains the shooting mechanics of the game.
2645,1660,CallOfDutyBlackopsColdWar,0,Call a Duty Black Ops Cold War aka Trying to completely fuck up the shooting mechanics of the the.
2646,1661,CallOfDutyBlackopsColdWar,1,Hmmm interesting
2647,1661,CallOfDutyBlackopsColdWar,1,Hmmm.
2648,1661,CallOfDutyBlackopsColdWar,1,"Hmm, interesting"
2649,1661,CallOfDutyBlackopsColdWar,1,Hmmm....
2650,1661,CallOfDutyBlackopsColdWar,1,Hmmm very interesting
2651,1661,CallOfDutyBlackopsColdWar,1,Hmmm or
2670,1665,CallOfDutyBlackopsColdWar,1,Call Of Duty  
2671,1665,CallOfDutyBlackopsColdWar,1,Call of Duty
2672,1665,CallOfDutyBlackopsColdWar,1,Call Of Duty
2673,1665,CallOfDutyBlackopsColdWar,1,Call For Duty
2674,1665,CallOfDutyBlackopsColdWar,1,Army Call Of Duty
2675,1665,CallOfDutyBlackopsColdWar,1,Call the Duty
2676,1666,CallOfDutyBlackopsColdWar,1,LOVING THE CALL OF DUTY: BLACK OPS COLD WAR BETA!!. . MAX RANK FOR TODAY!!!.  pic.twitter.com/RDEn8JHSJR
2677,1666,CallOfDutyBlackopsColdWar,1,LOVE THE CALL OF DUTY: BLACK OPS COLD WAR BETA!!.. MAX RANK FOR TODAY!!!. pic.twitter.com / RDEn8JHSJR
2678,1666,CallOfDutyBlackopsColdWar,1,LUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBLUBUBLUBLUBLUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUBUB
2679,1666,CallOfDutyBlackopsColdWar,1,LOVING THE CALL OF DUTY: BLACK OPS COLD WAR BETA!!. . MAX RANK FOR TODAY!!!.  pic.twitter.com/RDEn8JHSJR
2680,1666,CallOfDutyBlackopsColdWar,1,and LOVING THE CALL OF DUTY: BLACK OPS COLD WAR BETA!!. . MAX RANK FOR TODAY!!!.  pic.twitter.com/RDEn8JHSJR
2681,1666,CallOfDutyBlackopsColdWar,1,my
2688,1668,CallOfDutyBlackopsColdWar,1,"This is almost as good as Bo2’s menu music...if not...better? Because DAMN, it slaps!"
2689,1668,CallOfDutyBlackopsColdWar,1,"This is almost as good as Bo2's menu music... if not... better? Because DAMN, it claps!"
2690,1668,CallOfDutyBlackopsColdWar,1,"It's almost as good as the music on the Bo2 menu... if not... better? Because DAMN, it claps!"
2691,1668,CallOfDutyBlackopsColdWar,1,"This is almost as addictive as Bo2’s menu music...if not...better? DAM DAMN, it slaps!"
2692,1668,CallOfDutyBlackopsColdWar,1,"3 This is almost as good as for Bo2 Girl ’ s menu music... if she not... better? Because DAMN, and it makes slaps!"
2693,1668,CallOfDutyBlackopsColdWar,1,"This is nearly as good to Bo2’s menu except...if then...better? Because DAMN, it slaps!"
2706,1671,CallOfDutyBlackopsColdWar,0,Ok it’s a video game but it’s scary to see how much is relevant to real life
2707,1671,CallOfDutyBlackopsColdWar,0,"Ok, it's a video game, but it's scary to see how much is relevant to real life"
2708,1671,CallOfDutyBlackopsColdWar,0,"OK, it's a video game, but it's scary to see how relevant it is to real life"
2709,1671,CallOfDutyBlackopsColdWar,0,Ok it’s a video game so it’s scary because see how much is relevant to real life
2710,1671,CallOfDutyBlackopsColdWar,0,... Ok probably it ’ s a video survival game but it ’ s scary to see how much context is relevant to real life
2711,1671,CallOfDutyBlackopsColdWar,0,maybe it’s a video game but it’s scary to see how emotion is relevant to a life
2712,1672,CallOfDutyBlackopsColdWar,1,LOVE the setting. Frank Woods is back. Feels like Black Ops 1 all over again. Like the CCR & New Order song selections. Looks like the campaign is going to be DOpE!
2713,1672,CallOfDutyBlackopsColdWar,1,"Frank Woods is back, feels like Black Ops 1 again, like the song selection of CCR & New Order, and it looks like the campaign is going to be DOPE!"
2714,1672,CallOfDutyBlackopsColdWar,1,LOVE the setting. Frank Woods is back. Feels like Black Ops 1 all over again. Like the CCR & New Order song selections. Looks like that the campaign is going to be DOpE!
2715,1672,CallOfDutyBlackopsColdWar,1,LOVE the setting. Frank Woods is back. Sort like Black Ops 1 all over again. Like the CCR & New Order song selections. Almost like the campaign is going through the DOpE!
2716,1672,CallOfDutyBlackopsColdWar,1,LOVE the right setting. Frank Woods is back. Now Feels like Black Ops 1 all over again. Like both the popular CCR & New Business Order campaign song selections. Looks like like the campaign is just going on to be DOpE!
2717,1672,CallOfDutyBlackopsColdWar,1,of the setting. Frank Lawrence is back. Feels like Black Ops 1 all over again. See the CCR & New Order soundtrack selections. Looks like the campaign<unk> going to mean DOpE!
2724,1674,CallOfDutyBlackopsColdWar,0,"@ATVIAssist @XboxSupport Black Ops Cold War Early Access Xbox total flop $90 never able to play. Wasted 2 hours w/ both your support teams, no solution.  Twitter & Xbox store comments show same for lots of people. If you promote early access to take $ early, make sure it works . "
2725,1674,CallOfDutyBlackopsColdWar,0,"@ ATVIAssist @ XboxSupport Black Ops Cold War Early Access Xbox Total Flop $90 never playable Wasted 2 hours with both support teams, no solution. Comments on Twitter & Xbox Store show the same thing for many people. If you advertise early access to take $early, make sure it works."
2726,1674,CallOfDutyBlackopsColdWar,0,"@ ATVIAssist @ XboxSupport Black Ops Cold War Early Access Xbox total flop $90 never able to play. Wasted 2 hours w / both your support teams, no solution."
2727,1674,CallOfDutyBlackopsColdWar,0,"@ATVIAssist @XboxSupport Black Ops Cold War Early Access Xbox total flop $90 never able to play. Wasted 2 hours w/ both your support teams, potential solution. <unk> & Xbox store comments show same for lots of people. If you buy early offer to take $ early, make sure it<unk>."
2728,1674,CallOfDutyBlackopsColdWar,0,"Game @ATVIAssist @XboxSupport Black Mirror Ops Cold War Early Access Xbox total flop $ 90 never able to play. Wasted to 2 hours w / both your respective support teams, no solution. Twitter & Xbox store sales comments show same for lots now of people. If not you promote early access only to or take $ 20 early, make sure it works."
2729,1674,CallOfDutyBlackopsColdWar,0,"@ATVIAssist<unk> Black Ops Cold War Early Access Xbox flip flop seems never able go end. Open 2 hours w/ both your support teams, no solution. Twitter & Xbox store comments show same thing plenty of people. If you promote early access or take profit early, make sure it works."
2742,1677,CallOfDutyBlackopsColdWar,0,This shit look like the latest WW2 zombies. 
2743,1677,CallOfDutyBlackopsColdWar,0,This shit looks like the latest World War II zombies.
2744,1677,CallOfDutyBlackopsColdWar,0,This shit look like the latest WW2 zombies.
2745,1677,CallOfDutyBlackopsColdWar,0,This shit look like the latest hot zombies.
2746,1677,CallOfDutyBlackopsColdWar,0,This shit must look like the latest WW2 and zombies.
2747,1677,CallOfDutyBlackopsColdWar,0,This version look like the latest WW2 zombies.
2748,1678,CallOfDutyBlackopsColdWar,1,I'm in love with this game | خلاص حبيت اللعبه . . . @CallofDuty @CallofDutyARA  
2749,1678,CallOfDutyBlackopsColdWar,1,I'm in love with this game.... @ CallofDuty @ CallofDutyARA
2750,1678,CallOfDutyBlackopsColdWar,1,I'm in love with this game... @ CFDuty @ CFDutyARA
2751,1678,CallOfDutyBlackopsColdWar,1,I'm in love with this game with خلاص<unk> اللعبه 2.. @CallofDuty @CallofDutyARA
2752,1678,CallOfDutyBlackopsColdWar,1,I'm in love now with playing this big game |... خلاص حبيت bin اللعبه... 2 @CallofDuty @CallofDutyARA
2753,1678,CallOfDutyBlackopsColdWar,1,<unk>'m in agreement with this name | <unk>ا<unk> <unk> ا<unk>... @CallofDuty is
2766,1681,CallOfDutyBlackopsColdWar,0,I’m RT this again just to let y’all know y’all need to fix this shit. 
2767,1681,CallOfDutyBlackopsColdWar,0,I'm back RT just to let y'all know that y'all need to fix all this shit.
2768,1681,CallOfDutyBlackopsColdWar,0,I'm RT this again just to let y'all know y'all need to fix this shit.
2769,1681,CallOfDutyBlackopsColdWar,0,I’m RT this again just to let god know that need to fix this shit.
2770,1681,CallOfDutyBlackopsColdWar,0,Do I ’ m RT this again tonight just to let y ’ all know y all ’ all need time to fix this shit.
2771,1681,CallOfDutyBlackopsColdWar,0,I’m RT this crap just please let y’all maybe y’all need to fix this shit.
2772,1682,CallOfDutyBlackopsColdWar,1,who tryna buy me this shit im willing to do anything
2773,1682,CallOfDutyBlackopsColdWar,1,"Whoever buys me this shit, I'm ready to do anything"
2774,1682,CallOfDutyBlackopsColdWar,1,who tryna buy me this shit im willing to do anything
2775,1682,CallOfDutyBlackopsColdWar,1,who tryna buy me this shit im willing to deal anything
2776,1682,CallOfDutyBlackopsColdWar,1,Friends who tryna buy me this shit if im willing to do anything
2777,1682,CallOfDutyBlackopsColdWar,1,who tryna buy me this girl im willing to do anything
2790,1685,CallOfDutyBlackopsColdWar,0,Sweet! More recycled content! Nothing get me excited like paying $60 for a game I’ve already played! Bo1 remastered is gonna be awesome!
2791,1685,CallOfDutyBlackopsColdWar,0,Sweet! More recycled content! Nothing excites me more than paying $60 for a game I've already played! Bo1 remastered will be awesome!
2792,1685,CallOfDutyBlackopsColdWar,0,Light! More recycled content! Nothing excites me more than paying $60 for a game I've already played! Bo1 will be awesome!
2793,1685,CallOfDutyBlackopsColdWar,0,Sweet! More video content! Nothing get me excited like making $60 for a game my already played! Bo1 remastered is gonna be awesome!
2794,1685,CallOfDutyBlackopsColdWar,0,Sweet!... More recycled content! Nothing get me very excited like paying $ 60 for a game I really ’... ve already played! Bo1 remastered gameplay is all gonna be awesome!
2795,1685,CallOfDutyBlackopsColdWar,0,<unk>! More recycled content! Like getting I excited like paying $60 for a game I’ve already played! Bo1 remastered is gonna be awesome!
2808,1688,CallOfDutyBlackopsColdWar,1,I have enjoyed the  . .  . . Black Ops: Cold War...IS PRETTY GOOD! (Beta Gameplay) youtu.be/jRsiYYNw00g via @YouTube
2809,1688,CallOfDutyBlackopsColdWar,1,I enjoyed the Black Ops: Cold War... IS PRETTY GOOD! (Beta Gameplay) youtu.be / jRsiYNw00g via @ YouTube
2810,1688,CallOfDutyBlackopsColdWar,1,I have enjoyed the.... Black Ops: Cold War... IS PREWY GOOD! (Beta Gameplay) youtu.be / jRsiYYNw00g via @ YouTube
2811,1688,CallOfDutyBlackopsColdWar,1,I have enjoyed the  sure the . Happy Black Bomber: Cold War...IS PRETTY GOOD! (Beta Gameplay) youtu.be/jRsiYYNw00g via @YouTube
2812,1688,CallOfDutyBlackopsColdWar,1,and I have enjoyed ordering the.... series Black Special Ops : a Cold Strategic War... It IS PRETTY GOOD! ( Beta Online Gameplay ) on youtu. be / jRsiYYNw00g via @YouTube
2813,1688,CallOfDutyBlackopsColdWar,1,you have been the.... Black Gold: This Love...IS PRETTY GOOD! (Beta Gameplay) Buy.be/jRsiYYNw00g Download Blu
2814,1689,CallOfDutyBlackopsColdWar,0,"Just listened to Yuri’s interview, holy shit it’s scary."
2815,1689,CallOfDutyBlackopsColdWar,0,"Just listening to Yuri's interview, holy shit, it's scary."
2816,1689,CallOfDutyBlackopsColdWar,0,"Just listened to Jagr's interview, shit is scary."
2817,1689,CallOfDutyBlackopsColdWar,0,"Just listened to Yuri’s confession, holy shit it’s scary."
2818,1689,CallOfDutyBlackopsColdWar,0,"Just what listened to Yuri himself ’ s interview, holy freaking shit it ’ s scary."
2819,1689,CallOfDutyBlackopsColdWar,0,"Just went to Yuri’s interview, holy shit fuck scary."
2844,1694,CallOfDutyBlackopsColdWar,1,FUCKING FINALLLLYYYYYYYYY
2845,1694,CallOfDutyBlackopsColdWar,1,FICKING FINALLYYYYYYYYY
2846,1694,CallOfDutyBlackopsColdWar,1,FUCKING FINALLYYYYYYYY
2847,1694,CallOfDutyBlackopsColdWar,1,FUCKING PEOPLE
2848,1694,CallOfDutyBlackopsColdWar,1,9 FUCKING IN FINALLLLYYYYYYYYY
2849,1694,CallOfDutyBlackopsColdWar,1,<unk> G
2874,1699,CallOfDutyBlackopsColdWar,1,I had chills on that reveal with @SidSlothGames and @peSCARoDB . The whole time. I’m so excited to stream Black Ops Cold War beta when it’s out. . . Bravo @Activision @RavenSoftware
2875,1699,CallOfDutyBlackopsColdWar,1,I had chills about this unveiling with @ SidSlothGames and @ peSCARoDB. All the time. I'm so excited to stream Black Ops Cold War beta when it's out... Bravo @ Activision @ RavenSoftware
2876,1699,CallOfDutyBlackopsColdWar,1,I had chills about it with @ SidSlothGames and @ peSCARob all the time.
2877,1699,CallOfDutyBlackopsColdWar,1,I had chills on that fly with @SidSlothGames and @peSCARoDB<unk> The whole time. Looking so excited 4 stream Black Ops Cold War beta when it’s out... Bravo @Activision @RavenSoftware
2878,1699,CallOfDutyBlackopsColdWar,1,I had chills put on doing that reveal with me @SidSlothGames 2 and Bravo @peSCARoDB. The whole whole time. plus I ’ m so excited to stream Black Ops Cold World War beta footage when it ’ s airing out... Bravo @Activision @RavenSoftware
2879,1699,CallOfDutyBlackopsColdWar,1,I just put on that reveal with Scott and it. A whole time. I’m really excited to stream Axis Ops Cold War beta when it’s out... Bravo @SidSlothGames all
2886,1701,CallOfDutyBlackopsColdWar,1,HOLYYYYY. Definitely streaming it this weekend. be on the look out
2887,1701,CallOfDutyBlackopsColdWar,1,HOLYYY. Definitely streaming this weekend. Be on your guard
2888,1701,CallOfDutyBlackopsColdWar,1,YYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY
2889,1701,CallOfDutyBlackopsColdWar,1,HOLYYYYY. Definitely streaming it this weekend. Still on the look out
2890,1701,CallOfDutyBlackopsColdWar,1,4 HOLYYYYY. Definitely start streaming it out this weekend. be sure on the look out
2891,1701,CallOfDutyBlackopsColdWar,1,HOLYYYYY. Definitely streaming it tomorrow morning. be on the look to
2892,1702,CallOfDutyBlackopsColdWar,0,What the? Why is this a thing? It literally punishes you for going on a killstreak? Are we back to placating bad players? Anyone think this is a good perk?  
2893,1702,CallOfDutyBlackopsColdWar,0,Why is that? It literally punishes you for going on a killer trail? Are we about to placate bad players again?
2894,1702,CallOfDutyBlackopsColdWar,0,Why is this happening? It literally punishes you for going to the slaughter ground? Are we going back to picking bad players? Does anyone think it's a good move?
2895,1702,CallOfDutyBlackopsColdWar,0,What the? Why is this a thing? It literally punishes you for going on any killstreak? Can we back to placating competitive players? Anyone think this is a good perk?
2896,1702,CallOfDutyBlackopsColdWar,0,What the? Wow Why is this all a thing? Can It literally punishes you both for going on a killstreak? Are finally we back to placating bad players? Do Anyone even think this is just a good perk?
2897,1702,CallOfDutyBlackopsColdWar,0,<unk> the? hell is this recent release? It literally punishes you after going on a killstreak? Are we back to placating bad players? Anyone think there is a good perk?
2898,1703,CallOfDutyBlackopsColdWar,1,IN TREYARCH WE TRUST!
2899,1703,CallOfDutyBlackopsColdWar,1,IN TREYARCH WE TRUST!
2900,1703,CallOfDutyBlackopsColdWar,1,В ТРЕТЬАРЦЕ!
2901,1703,CallOfDutyBlackopsColdWar,1,IN TREYARCH WE<unk>!
2902,1703,CallOfDutyBlackopsColdWar,1,IN the TREYARCH WE NO TRUST!
2903,1703,CallOfDutyBlackopsColdWar,1,IN LA WE TRUST!
2904,1704,CallOfDutyBlackopsColdWar,1,"This I am so happy to hear. Finally, no more clunky gameplay from what was bo4!"
2905,1704,CallOfDutyBlackopsColdWar,1,"I am so happy to hear this. Finally, no more heavy-handed gameplay of what bo4 was!"
2906,1704,CallOfDutyBlackopsColdWar,1,"I am so glad to hear this. Finally, no more clowning gameplay from what was bo4!"
2907,1704,CallOfDutyBlackopsColdWar,1,"This I am so happy to hear. Finally, no further clunky gameplay from what became bo4!"
2908,1704,CallOfDutyBlackopsColdWar,1,"This much I am so very happy now to hear. Finally, no more over clunky gameplay from what was bo4!"
2909,1704,CallOfDutyBlackopsColdWar,1,"This game am so happy to hear.<unk>, no more different gameplay from what was bo4!"
2910,1705,CallOfDutyBlackopsColdWar,1,I haven’t even played yet and I’m already satisfied with my purchase  
2911,1705,CallOfDutyBlackopsColdWar,1,I haven't even played yet and am already happy with my purchase
2912,1705,CallOfDutyBlackopsColdWar,1,I haven't even played yet and I'm already happy with my purchase
2913,1705,CallOfDutyBlackopsColdWar,1,I haven’t even opened yet and I’m already satisfied with my purchase
2914,1705,CallOfDutyBlackopsColdWar,1,Actually I really haven ’ t apparently even played yet and I ’ m already satisfied with my purchase
2915,1705,CallOfDutyBlackopsColdWar,1,I haven’t even played yet and having already satisfied my my purchase
2922,1707,CallOfDutyBlackopsColdWar,0,They called it the Cold War because guns stayed cold. Also it was nowhere near Reagan’s terms. What the fuck?
2923,1707,CallOfDutyBlackopsColdWar,0,"They called it the Cold War because the weapons remained cold, and it was nowhere near the conditions of Reagan. What the hell?"
2924,1707,CallOfDutyBlackopsColdWar,0,They called it the Cold War because the guns remained cold.
2925,1707,CallOfDutyBlackopsColdWar,0,They called it the White War because guns stayed cold. Also it was nowhere near Reagan’s terms. What by fuck?
2926,1707,CallOfDutyBlackopsColdWar,0,They called it the Cold War Zone because guns stayed cold. Also named it that was nowhere near Reagan ’ s exact terms. What of the fuck?
2927,1707,CallOfDutyBlackopsColdWar,0,They dubbed it the Cold War because guns stayed out. Also it was nowhere near Reagan’s terms. What the fucking?
2928,1708,CallOfDutyBlackopsColdWar,1,YOOOOOO  
2929,1708,CallOfDutyBlackopsColdWar,1,
2930,1708,CallOfDutyBlackopsColdWar,1,YOOOOO
2931,1708,CallOfDutyBlackopsColdWar,1,YOOOOOO
2932,1708,CallOfDutyBlackopsColdWar,1,5 YOOOOOO
2933,1708,CallOfDutyBlackopsColdWar,1,has
2940,1710,CallOfDutyBlackopsColdWar,1,"Looks amazing, i think it will have similar gameplay/feel as MW, but finally another black ops in more modern wartimes, very promising"
2941,1710,CallOfDutyBlackopsColdWar,1,"Looks amazing, I think it will have a similar gameplay / feel to MW, but finally another Black Ops in modern wartime, very promising"
2942,1710,CallOfDutyBlackopsColdWar,1,"Looks amazing, i think it will have similar gameplay / feel as MW, but finally another black ops in more modern wartimes, very promising"
2943,1710,CallOfDutyBlackopsColdWar,1,"Looks amazing, i think it will have similar gameplay/feel as usual, but finally another black ops in more developed wartimes, very promising"
2944,1710,CallOfDutyBlackopsColdWar,1,"Looks again amazing,... i think it will have similar gameplay / feel as MW, but finally another big black ops in more like modern European wartimes, very promising"
2945,1710,CallOfDutyBlackopsColdWar,1,"looks amazing, i think it will have whatever look/feel as Hope, but finally another black ops in more modern wartimes, very promising"
2946,1711,CallOfDutyBlackopsColdWar,1,thank you Treyarch
2947,1711,CallOfDutyBlackopsColdWar,1,Thanks Treyarch
2948,1711,CallOfDutyBlackopsColdWar,1,thank you Treyarch
2949,1711,CallOfDutyBlackopsColdWar,1,thank ful Treyarch
2950,1711,CallOfDutyBlackopsColdWar,1,thank of you Treyarch
2951,1711,CallOfDutyBlackopsColdWar,1,thank you in
2958,1713,CallOfDutyBlackopsColdWar,1,The music that plays in that little snippet of the black ops cold war campaign is actually really good and fits the mood whos making the ost
2959,1713,CallOfDutyBlackopsColdWar,1,The music played in this small snippet of the Cold War Black Ops campaign is actually really good and fits the mood that begins.
2960,1713,CallOfDutyBlackopsColdWar,1,The music that plays in this little snippet of the Cold War's black-and-white campaign is actually very good and fits the mood of those making the film.
2961,1713,CallOfDutyBlackopsColdWar,1,The music that plays in that sad snippet of the black ops cold war campaign is actually really good and fits the mood basically making the ost
2962,1713,CallOfDutyBlackopsColdWar,1,• The music scene that plays in that little snippet of the the black ops cold war campaign is pretty actually all really good and neatly fits the mood whos making the ost
2963,1713,CallOfDutyBlackopsColdWar,1,The woman that plays in that little snippet of the black ops cold war film looks actually really good and fits the mood while making the ost
2970,1715,CallOfDutyBlackopsColdWar,0,I tried the new auto-sprint in  
2971,1715,CallOfDutyBlackopsColdWar,0,I tried the new auto sprint in
2972,1715,CallOfDutyBlackopsColdWar,0,I tried a new car sprint in
2973,1715,CallOfDutyBlackopsColdWar,0,I tried the new micro-sprint in
2974,1715,CallOfDutyBlackopsColdWar,0,I tried the new electronic auto - sprint in
2975,1715,CallOfDutyBlackopsColdWar,0,I tried the single auto-sprint in
2976,1716,CallOfDutyBlackopsColdWar,1,I hope we get a trailer that was amazing as this in  
2977,1716,CallOfDutyBlackopsColdWar,1,I hope we get a trailer that was as amazing as this one in
2978,1716,CallOfDutyBlackopsColdWar,1,I hope we get a trailer that was amazing as this in
2979,1716,CallOfDutyBlackopsColdWar,1,I hope we get a trailer that was amazing as pictured in
2980,1716,CallOfDutyBlackopsColdWar,1,I hope we don get a trailer that was amazing as was this in
2981,1716,CallOfDutyBlackopsColdWar,1,just hope we get a trailer that was amazing as this in
2988,1718,CallOfDutyBlackopsColdWar,0,Favourite gun on MW  
2989,1718,CallOfDutyBlackopsColdWar,0,Favorite MW Gun
2990,1718,CallOfDutyBlackopsColdWar,0,Favorite MB pistol
2991,1718,CallOfDutyBlackopsColdWar,0,Favourite gun on SA
2992,1718,CallOfDutyBlackopsColdWar,0,Favourite gun on 170 MW
2993,1718,CallOfDutyBlackopsColdWar,0,a gun on MW
2994,1719,CallOfDutyBlackopsColdWar,1, 
